,Airline,Source,Destination,Total_Stops,Additional_Info,Price,day_of_journey,month_of_journey,year_of_journey,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_Total_Mins
974,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,3,6,2019,12,35,21,25,910
975,Jet Airways,Banglore,New Delhi,1,No info,26890,1,3,2019,0,45,22,50,1555
976,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,11,25,5,45,340
977,Jet Airways,Kolkata,Banglore,1,No info,13364,1,4,2019,4,40,21,10,450
978,Vistara,Kolkata,Banglore,1,No info,9187,6,6,2019,10,45,17,0,1065
979,IndiGo,Chennai,Kolkata,0,No info,5277,9,5,2019,0,25,22,5,140
980,Air India,Banglore,New Delhi,1,No info,13492,12,3,2019,8,45,0,30,495
981,Air Asia,Kolkata,Banglore,1,No info,5162,12,6,2019,10,30,6,50,220
982,GoAir,Delhi,Cochin,1,No info,5897,9,6,2019,12,55,7,0,355
983,Air India,Kolkata,Banglore,0,No info,5510,3,6,2019,16,45,14,15,150
984,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,2019,10,25,16,55,1050
985,Multiple carriers,Delhi,Cochin,1,No info,7485,21,5,2019,1,30,11,40,830
986,Air India,Chennai,Kolkata,0,No info,4667,21,6,2019,13,55,11,40,135
987,Jet Airways,Kolkata,Banglore,1,No info,14151,15,5,2019,18,0,20,25,1295
988,IndiGo,Delhi,Cochin,1,No info,7048,27,5,2019,1,30,16,0,570
989,Jet Airways,Delhi,Cochin,1,No info,12557,21,3,2019,4,25,19,45,520
990,Multiple carriers,Delhi,Cochin,2,No info,15965,15,6,2019,1,30,15,5,625
991,Air India,Banglore,New Delhi,2,No info,11791,3,3,2019,22,10,11,5,2105
992,Multiple carriers,Delhi,Cochin,2,No info,8291,3,3,2019,21,20,7,5,855
993,IndiGo,Banglore,Delhi,0,No info,4990,21,4,2019,19,55,16,55,180
994,Vistara,Kolkata,Banglore,1,No info,9135,12,5,2019,18,50,17,0,1550
995,Air Asia,Kolkata,Banglore,0,No info,4409,12,4,2019,1,20,22,50,150
996,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,4,40,20,0,520
997,Multiple carriers,Delhi,Cochin,1,No info,10407,27,5,2019,19,0,9,0,600
998,Multiple carriers,Delhi,Cochin,1,No info,9315,27,5,2019,19,0,7,30,690
999,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,24,5,2019,4,40,21,10,450
1000,IndiGo,Delhi,Cochin,1,No info,9264,21,3,2019,1,35,18,35,420
1001,SpiceJet,Chennai,Kolkata,0,No info,3597,15,5,2019,12,0,9,45,135
1002,IndiGo,Delhi,Cochin,1,No info,6442,24,6,2019,12,10,5,5,425
1003,Multiple carriers,Delhi,Cochin,1,No info,15078,9,5,2019,1,30,17,30,480
1004,IndiGo,Kolkata,Banglore,1,No info,6218,1,5,2019,23,30,18,5,325
1005,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,12,35,13,0,1415
1006,Multiple carriers,Delhi,Cochin,1,No info,13677,9,3,2019,1,35,19,0,395
1007,Jet Airways,Banglore,Delhi,0,No info,8016,24,6,2019,10,10,7,10,180
1008,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,2019,12,35,17,30,1145
1009,SpiceJet,Kolkata,Banglore,0,No info,3873,27,6,2019,9,30,6,55,155
1010,SpiceJet,Delhi,Cochin,1,No info,4812,27,6,2019,13,15,8,45,270
1011,SpiceJet,Mumbai,Hyderabad,0,No info,2017,15,5,2019,0,15,22,45,90
1012,IndiGo,Kolkata,Banglore,0,No info,4462,21,3,2019,23,5,20,25,160
1013,Air India,Delhi,Cochin,2,No info,10231,15,6,2019,7,40,5,0,1600
1014,Air India,Banglore,New Delhi,1,No info,6383,21,3,2019,22,55,10,30,745
1015,Air India,Delhi,Cochin,2,No info,11989,24,6,2019,7,40,17,15,865
1016,IndiGo,Banglore,New Delhi,0,No info,7303,24,3,2019,21,45,18,55,170
1017,Jet Airways,Banglore,Delhi,0,No info,7229,21,4,2019,22,0,18,55,185
1018,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,21,6,2019,10,15,8,45,90
1019,Multiple carriers,Delhi,Cochin,1,No info,7408,15,6,2019,21,0,13,0,480
1020,Air India,Kolkata,Banglore,2,No info,14960,15,5,2019,12,30,16,45,1185
1021,Air Asia,Banglore,New Delhi,0,No info,4482,24,3,2019,2,10,23,25,165
1022,IndiGo,Delhi,Cochin,1,No info,6442,1,6,2019,16,10,6,50,560
1023,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,12,5,2019,11,20,8,20,180
1024,Jet Airways,Delhi,Cochin,2,No info,15129,27,5,2019,12,35,9,40,1615
1025,Air India,Delhi,Cochin,2,No info,10231,21,5,2019,19,15,22,0,1275
1026,IndiGo,Banglore,Delhi,0,No info,4823,3,4,2019,22,50,20,0,170
1027,IndiGo,Banglore,Delhi,0,No info,4823,9,6,2019,11,20,8,30,170
1028,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,4,25,11,30,1015
1029,Jet Airways,Mumbai,Hyderabad,0,No info,5678,1,5,2019,21,5,19,35,90
1030,Air India,Delhi,Cochin,2,No info,14483,9,3,2019,7,40,5,55,1545
1031,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2228,15,5,2019,21,5,19,35,90
1032,Multiple carriers,Delhi,Cochin,1,No info,8018,15,6,2019,22,30,13,15,555
1033,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,15136,6,3,2019,21,0,9,55,665
1034,SpiceJet,Delhi,Cochin,1,No info,5583,24,4,2019,22,5,15,45,380
1035,Air India,Delhi,Cochin,2,No info,13381,12,6,2019,19,15,14,25,1730
1036,Air India,Banglore,New Delhi,1,No info,7932,15,3,2019,10,50,6,55,1675
1037,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,9,5,2019,8,15,20,0,735
1038,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,18,5,2019,4,25,5,30,1375
1039,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,9,6,2019,9,30,6,55,155
1040,Air India,Banglore,New Delhi,0,No info,10216,3,3,2019,16,10,13,20,170
1041,Air India,Mumbai,Hyderabad,0,No info,3100,21,5,2019,22,25,21,5,80
1042,Air India,Delhi,Cochin,2,No info,8245,21,3,2019,19,15,17,15,1560
1043,Air India,Banglore,New Delhi,1,1 Long layover,14594,1,3,2019,19,50,11,5,525
1044,Jet Airways,Delhi,Cochin,2,No info,14237,1,6,2019,12,35,18,25,1090
1045,Air India,Kolkata,Banglore,2,No info,13164,21,5,2019,23,15,8,20,895
1046,Jet Airways,Delhi,Cochin,1,No info,14924,9,6,2019,4,25,20,55,450
1047,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,16,20,21,10,1150
1048,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,6,5,2019,17,35,10,20,435
1049,Vistara,Kolkata,Banglore,1,No info,9555,24,5,2019,18,50,7,10,700
1050,Multiple carriers,Delhi,Cochin,1,No info,7155,24,6,2019,19,15,10,35,520
1051,Multiple carriers,Delhi,Cochin,1,No info,12192,9,6,2019,19,0,8,0,660
1052,Air Asia,Delhi,Cochin,1,No info,7353,18,5,2019,7,10,16,45,865
1053,IndiGo,Delhi,Cochin,1,No info,5054,27,6,2019,12,10,7,35,275
1054,Multiple carriers,Delhi,Cochin,2,No info,18485,15,6,2019,1,30,17,50,460
1055,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,18,15,6,30,705
1056,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,18,5,2019,11,20,8,20,180
1057,IndiGo,Mumbai,Hyderabad,0,No info,2754,1,5,2019,20,35,19,5,90
1058,Multiple carriers,Delhi,Cochin,1,No info,12327,27,3,2019,1,35,15,5,630
1059,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,5,2019,9,30,6,55,155
1060,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,4,25,22,50,335
1061,Air India,Delhi,Cochin,2,No info,10231,21,5,2019,19,15,22,0,1275
1062,IndiGo,Delhi,Cochin,1,No info,7318,21,5,2019,21,0,9,15,705
1063,Jet Airways,Banglore,New Delhi,1,No info,16736,6,3,2019,7,40,11,40,1200
1064,IndiGo,Delhi,Cochin,1,No info,6195,9,6,2019,3,35,21,50,345
1065,SpiceJet,Mumbai,Hyderabad,0,No info,2753,6,6,2019,7,15,5,45,90
1066,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3807,24,3,2019,12,5,9,30,155
1067,Jet Airways,Delhi,Cochin,2,No info,20064,3,3,2019,4,25,5,25,2820
1068,IndiGo,Delhi,Cochin,0,No info,5406,21,6,2019,0,20,21,5,195
1069,Air India,Delhi,Cochin,2,No info,10441,1,6,2019,19,15,22,0,1275
1070,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,6,5,2019,9,45,20,25,800
1071,Air India,Banglore,Delhi,0,No info,6961,27,6,2019,19,45,17,0,165
1072,Vistara,Delhi,Cochin,0,No info,5586,21,3,2019,17,50,14,55,175
1073,Air India,Delhi,Cochin,1,No info,7384,1,6,2019,23,0,17,40,320
1074,Jet Airways,Banglore,New Delhi,1,No info,20800,1,3,2019,9,0,11,40,1280
1075,Jet Airways,Kolkata,Banglore,1,No info,13941,12,5,2019,12,0,6,30,330
1076,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,3,5,2019,11,20,8,20,180
1077,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3807,18,3,2019,12,5,9,30,155
1078,Multiple carriers,Delhi,Cochin,1,No info,13838,3,3,2019,22,20,9,45,755
1079,Air India,Delhi,Cochin,2,No info,11185,24,6,2019,9,25,7,5,1580
1080,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,21,6,2019,18,10,15,15,175
1081,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,4,25,21,50,395
1082,Air Asia,Kolkata,Banglore,0,No info,4384,9,3,2019,22,5,19,35,150
1083,Jet Airways,Delhi,Cochin,2,No info,12819,27,6,2019,12,35,13,25,1390
1084,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,6,5,2019,10,5,21,10,775
1085,Air India,Delhi,Cochin,1,No info,7174,21,4,2019,23,0,20,30,1590
1086,IndiGo,Delhi,Cochin,1,No info,6674,1,6,2019,22,30,11,55,635
1087,IndiGo,Mumbai,Hyderabad,0,No info,2227,18,5,2019,21,40,20,5,95
1088,Jet Airways,Delhi,Cochin,2,No info,13014,12,6,2019,12,35,19,30,1025
1089,IndiGo,Mumbai,Hyderabad,0,No info,3175,21,3,2019,18,25,16,55,90
1090,IndiGo,Kolkata,Banglore,0,No info,6565,1,3,2019,12,20,9,35,165
1091,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,23,35,18,55,1720
1092,Vistara,Chennai,Kolkata,0,No info,3687,1,6,2019,9,20,7,5,135
1093,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3210,15,6,2019,21,5,19,35,90
1094,IndiGo,Kolkata,Banglore,0,No info,4778,6,3,2019,23,5,20,25,160
1095,Multiple carriers,Delhi,Cochin,1,No info,10877,3,6,2019,19,0,11,25,455
1096,Vistara,Kolkata,Banglore,1,No info,9187,24,5,2019,10,45,20,20,865
1097,Air India,Banglore,New Delhi,1,No info,6850,15,3,2019,23,20,22,0,1520
1098,Jet Airways,Kolkata,Banglore,1,No info,14781,12,5,2019,18,15,8,25,590
1099,Air India,Kolkata,Banglore,2,No info,13227,6,5,2019,8,55,16,45,970
1100,Vistara,Banglore,Delhi,0,No info,4668,9,5,2019,9,40,7,0,160
1101,Jet Airways,Kolkata,Banglore,1,No info,14178,24,5,2019,12,0,6,30,330
1102,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,6,5,2019,9,45,17,0,1005
1103,IndiGo,Banglore,Delhi,0,No info,3943,6,5,2019,15,50,13,0,170
1104,Multiple carriers,Delhi,Cochin,1,No info,11200,1,6,2019,19,0,7,30,690
1105,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,18,5,2019,4,40,18,55,585
1106,Jet Airways,Kolkata,Banglore,1,No info,13044,12,6,2019,10,5,21,10,775
1107,Multiple carriers,Delhi,Cochin,1,No info,8099,3,6,2019,19,15,9,15,600
1108,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,4,25,17,30,655
1109,Multiple carriers,Delhi,Cochin,2,No info,18275,24,6,2019,1,30,17,50,460
1110,Multiple carriers,Delhi,Cochin,1,No info,8475,27,5,2019,21,0,6,0,900
1111,SpiceJet,Kolkata,Banglore,0,No info,3873,6,4,2019,0,40,22,20,140
1112,IndiGo,Mumbai,Hyderabad,0,No info,2227,21,6,2019,22,50,21,20,90
1113,Jet Airways,Delhi,Cochin,2,In-flight meal not included,16389,6,3,2019,19,45,5,25,2300
1114,Air India,Banglore,Delhi,0,No info,5228,3,5,2019,8,55,6,10,165
1115,Air India,Banglore,New Delhi,1,No info,5092,21,3,2019,8,55,11,50,1265
1116,IndiGo,Banglore,New Delhi,0,No info,4777,9,3,2019,0,15,21,20,175
1117,Air Asia,Banglore,New Delhi,0,No info,3383,24,3,2019,8,40,5,50,170
1118,Vistara,Kolkata,Banglore,1,No info,8452,21,5,2019,9,5,7,10,1555
1119,IndiGo,Banglore,Delhi,0,No info,3943,27,5,2019,2,20,23,30,170
1120,Air India,Mumbai,Hyderabad,0,No info,3100,24,6,2019,22,25,21,5,80
1121,IndiGo,Delhi,Cochin,1,No info,14871,6,3,2019,1,35,9,10,985
1122,Jet Airways,Banglore,Delhi,0,No info,8016,21,6,2019,14,5,11,10,175
1123,Multiple carriers,Delhi,Cochin,1,No info,11789,12,6,2019,19,0,6,0,780
1124,Multiple carriers,Delhi,Cochin,1,No info,10529,15,5,2019,19,0,11,40,440
1125,Air Asia,Banglore,New Delhi,0,No info,5615,15,3,2019,8,40,5,50,170
1126,SpiceJet,Kolkata,Banglore,1,No info,4649,6,6,2019,20,20,15,5,315
1127,Air India,Kolkata,Banglore,2,No info,12723,9,6,2019,23,15,5,50,1045
1128,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,24,5,2019,18,15,6,30,705
1129,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,19,0,20,55,1325
1130,Vistara,Delhi,Cochin,0,No info,6216,12,6,2019,17,50,14,40,190
1131,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,2019,12,20,9,35,165
1132,IndiGo,Delhi,Cochin,1,No info,5647,6,3,2019,12,0,6,40,320
1133,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,2019,18,15,8,25,590
1134,IndiGo,Delhi,Cochin,1,No info,6818,9,5,2019,12,10,5,5,425
1135,Air India,Delhi,Cochin,2,No info,13643,27,5,2019,7,40,10,55,1245
1136,Multiple carriers,Delhi,Cochin,1,No info,6358,27,3,2019,21,0,7,0,840
1137,Jet Airways,Delhi,Cochin,1,No info,14714,1,6,2019,19,0,13,0,360
1138,SpiceJet,Delhi,Cochin,1,No info,6460,21,4,2019,13,15,8,45,270
1139,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,12,5,2019,12,0,21,10,890
1140,Jet Airways,Kolkata,Banglore,1,No info,13941,21,5,2019,10,5,6,30,1655
1141,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5963,27,3,2019,19,45,19,45,1440
1142,Jet Airways,Delhi,Cochin,2,No info,13014,15,6,2019,12,35,19,30,1025
1143,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,5,2019,9,20,16,30,1010
1144,IndiGo,Banglore,Delhi,0,No info,4423,6,4,2019,15,50,13,0,170
1145,Jet Airways,Delhi,Cochin,2,No info,21219,6,5,2019,19,0,11,40,440
1146,IndiGo,Delhi,Cochin,1,No info,7503,24,5,2019,1,30,18,35,415
1147,IndiGo,Kolkata,Banglore,0,No info,4804,24,6,2019,0,5,21,25,160
1148,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,2019,12,35,9,40,1615
1149,Multiple carriers,Delhi,Cochin,2,No info,6197,27,3,2019,21,20,7,10,850
1150,SpiceJet,Chennai,Kolkata,0,No info,3597,27,5,2019,20,5,17,45,140
1151,Multiple carriers,Delhi,Cochin,1,No info,9100,27,3,2019,19,15,7,30,705
1152,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050,1,6,2019,8,30,7,5,85
1153,Multiple carriers,Delhi,Cochin,1,No info,7723,6,6,2019,1,30,10,0,930
1154,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,2019,19,0,23,5,1195
1155,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,19,0,8,0,660
1156,IndiGo,Banglore,Delhi,0,No info,4591,3,5,2019,2,20,23,30,170
1157,SpiceJet,Chennai,Kolkata,0,No info,6300,9,3,2019,10,35,8,20,135
1158,Air India,Banglore,New Delhi,0,No info,5176,24,3,2019,19,45,17,0,165
1159,Multiple carriers,Delhi,Cochin,1,No info,12717,15,6,2019,19,0,9,0,600
1160,Air India,Chennai,Kolkata,0,No info,4405,18,3,2019,13,55,11,40,135
1161,SpiceJet,Delhi,Cochin,1,No info,6749,21,4,2019,22,5,15,45,380
1162,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,12,5,2019,17,35,10,20,435
1163,Jet Airways,Delhi,Cochin,1,No info,16289,21,5,2019,12,35,7,5,330
1164,IndiGo,Chennai,Kolkata,0,No info,6297,15,3,2019,14,0,11,35,145
1165,Jet Airways,Mumbai,Hyderabad,0,No info,5678,12,5,2019,21,5,19,35,90
1166,Jet Airways,Kolkata,Banglore,1,No info,14388,1,5,2019,9,20,20,0,800
1167,Jet Airways,Banglore,Delhi,0,No info,7229,18,4,2019,8,45,6,0,165
1168,IndiGo,Kolkata,Banglore,1,No info,9806,24,3,2019,16,25,11,55,270
1169,IndiGo,Delhi,Cochin,1,No info,6195,6,6,2019,3,35,21,50,345
1170,Jet Airways,Kolkata,Banglore,1,No info,13044,12,6,2019,18,15,18,55,1400
1171,Jet Airways,Delhi,Cochin,2,No info,13882,27,6,2019,4,25,11,45,1000
1172,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,8147,24,3,2019,10,45,5,45,300
1173,Air India,Delhi,Cochin,2,No info,8052,9,4,2019,7,40,17,15,865
1174,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,2019,19,50,6,30,800
1175,Jet Airways,Kolkata,Banglore,1,No info,14151,24,5,2019,22,5,9,35,750
1176,IndiGo,Kolkata,Banglore,1,No info,6704,18,5,2019,23,30,18,5,325
1177,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1,5,2019,12,0,8,25,1655
1178,IndiGo,Kolkata,Banglore,0,No info,4462,18,3,2019,17,55,15,20,155
1179,Jet Airways,Delhi,Cochin,2,In-flight meal not included,8367,21,3,2019,4,25,10,45,1060
1180,Jet Airways,Delhi,Cochin,2,No info,13376,9,6,2019,4,25,6,45,1300
1181,Jet Airways,Kolkata,Banglore,1,No info,13067,21,5,2019,9,45,20,25,800
1182,IndiGo,Kolkata,Banglore,0,No info,5224,21,5,2019,16,55,14,25,150
1183,Multiple carriers,Delhi,Cochin,1,No info,13542,21,3,2019,1,35,16,0,575
1184,GoAir,Banglore,Delhi,0,No info,3419,24,5,2019,10,40,7,45,175
1185,Multiple carriers,Delhi,Cochin,2,No info,10444,6,3,2019,21,20,9,45,695
1186,IndiGo,Kolkata,Banglore,0,No info,4804,1,6,2019,12,10,9,35,155
1187,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,21,5,2019,8,30,7,5,85
1188,SpiceJet,Delhi,Cochin,1,No info,4957,27,4,2019,22,50,17,55,295
1189,Jet Airways,Delhi,Cochin,1,No info,15554,9,5,2019,4,25,20,55,450
1190,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1,5,2019,12,0,20,0,960
1191,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,2019,9,45,9,35,1450
1192,IndiGo,Delhi,Cochin,0,No info,5601,6,6,2019,8,50,5,35,195
1193,Multiple carriers,Delhi,Cochin,1,No info,7787,15,5,2019,19,15,6,40,755
1194,Air India,Banglore,New Delhi,1,No info,5092,21,3,2019,23,55,11,50,725
1195,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,9,20,21,10,730
1196,Multiple carriers,Delhi,Cochin,2,No info,23583,9,3,2019,1,35,17,50,465
1197,Air India,Kolkata,Banglore,2,No info,10676,12,5,2019,18,30,12,0,1830
1198,SpiceJet,Kolkata,Banglore,1,No info,10156,6,6,2019,18,30,11,15,435
1199,Air Asia,Delhi,Cochin,1,No info,8627,6,3,2019,7,10,16,45,865
1200,Air Asia,Kolkata,Banglore,0,No info,4409,21,5,2019,12,15,9,45,150
1201,Multiple carriers,Delhi,Cochin,1,No info,9646,18,5,2019,16,10,9,45,385
1202,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,12,25,21,25,900
1203,Air India,Delhi,Cochin,2,No info,13538,9,5,2019,7,40,13,20,1100
1204,Air India,Kolkata,Banglore,2,No info,9416,9,5,2019,7,55,12,0,1195
1205,Jet Airways,Banglore,Delhi,0,No info,7229,27,4,2019,14,5,11,10,175
1206,Air India,Kolkata,Banglore,1,No info,10203,1,5,2019,23,15,10,0,795
1207,IndiGo,Delhi,Cochin,1,No info,6778,21,5,2019,0,55,16,10,525
1208,IndiGo,Mumbai,Hyderabad,0,No info,2754,15,6,2019,13,30,12,0,90
1209,Air India,Kolkata,Banglore,2,No info,10991,1,5,2019,20,25,5,50,875
1210,Vistara,Banglore,Delhi,0,No info,4668,27,5,2019,14,20,11,30,170
1211,SpiceJet,Delhi,Cochin,1,No check-in baggage included,5726,3,6,2019,13,15,8,45,270
1212,Air India,Kolkata,Banglore,2,No info,14960,12,6,2019,23,15,9,50,805
1213,Air India,Delhi,Cochin,1,No info,7480,21,5,2019,9,25,20,40,765
1214,Air Asia,Kolkata,Banglore,0,No info,4107,21,5,2019,22,25,19,55,150
1215,Jet Airways,Kolkata,Banglore,1,No info,11467,1,5,2019,9,45,9,35,1450
1216,IndiGo,Delhi,Cochin,1,No info,5796,27,4,2019,7,25,2,0,325
1217,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,2019,19,0,2,15,1005
1218,Air India,Delhi,Cochin,3,No info,11543,27,6,2019,7,40,5,15,1585
1219,IndiGo,Delhi,Cochin,1,No info,5298,24,4,2019,12,10,6,50,320
1220,Air Asia,Delhi,Cochin,1,No info,6451,27,4,2019,7,10,20,45,625
1221,Air India,Kolkata,Banglore,0,No info,6245,9,6,2019,16,45,14,15,150
1222,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2071,27,3,2019,21,5,19,35,90
1223,IndiGo,Kolkata,Banglore,0,No info,4804,15,5,2019,12,20,9,35,165
1224,Multiple carriers,Delhi,Cochin,1,No info,7005,27,6,2019,21,0,7,30,810
1225,Jet Airways,Banglore,New Delhi,1,No info,12284,18,3,2019,12,25,5,45,400
1226,Air India,Kolkata,Banglore,1,No info,10203,9,5,2019,20,25,7,0,805
1227,IndiGo,Delhi,Cochin,1,No info,6938,27,5,2019,22,30,14,20,490
1228,Multiple carriers,Delhi,Cochin,1,No info,13377,12,6,2019,1,30,10,0,930
1229,Multiple carriers,Delhi,Cochin,1,No info,9779,1,6,2019,19,15,9,15,600
1230,Air India,Chennai,Kolkata,0,No info,4667,15,5,2019,13,55,11,40,135
1231,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,3,4,2019,22,50,19,50,180
1232,Jet Airways,Delhi,Cochin,1,No info,16079,27,6,2019,4,25,21,50,395
1233,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,19,50,16,30,1640
1234,Jet Airways,Delhi,Cochin,1,No info,15554,18,5,2019,19,0,14,0,300
1235,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,18,5,2019,12,0,9,45,135
1236,Air India,Banglore,Delhi,0,No info,6121,18,4,2019,16,10,13,20,170
1237,IndiGo,Delhi,Cochin,1,No info,8075,27,3,2019,15,30,8,25,425
1238,Multiple carriers,Delhi,Cochin,1,No info,13377,3,6,2019,1,30,11,30,840
1239,Jet Airways,Kolkata,Banglore,1,No info,14571,24,5,2019,19,50,14,5,345
1240,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,24,4,2019,8,35,5,55,160
1241,Jet Airways,Kolkata,Banglore,1,No info,14231,24,3,2019,4,45,18,55,590
1242,IndiGo,Mumbai,Hyderabad,0,No info,2754,15,3,2019,20,30,19,5,85
1243,Air India,Delhi,Cochin,1,No info,8067,21,5,2019,23,0,17,40,320
1244,Vistara,Kolkata,Banglore,1,No info,8452,6,5,2019,22,40,7,10,930
1245,Jet Airways,Banglore,New Delhi,1,No info,15025,6,3,2019,11,25,14,5,1280
1246,Jet Airways,Banglore,New Delhi,1,No info,26890,1,3,2019,16,10,8,55,435
1247,Jet Airways,Delhi,Cochin,1,In-flight meal not included,15103,6,3,2019,18,50,13,0,350
1248,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,24,5,2019,4,40,14,5,875
1249,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,2019,16,20,8,25,475
1250,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,4,25,21,50,395
1251,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,12,5,2019,8,15,6,30,1545
1252,Multiple carriers,Delhi,Cochin,1,No info,11622,9,6,2019,19,0,8,30,630
1253,Air India,Delhi,Cochin,2,No info,13538,6,5,2019,19,15,12,20,1855
1254,Jet Airways,Delhi,Cochin,2,No info,13014,1,6,2019,4,25,5,30,1375
1255,Jet Airways,Kolkata,Banglore,1,No info,13941,9,5,2019,10,5,18,55,910
1256,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,2019,10,55,9,35,1520
1257,Multiple carriers,Delhi,Cochin,1,No info,13542,21,3,2019,1,35,17,30,485
1258,IndiGo,Delhi,Cochin,1,No info,6558,21,3,2019,22,20,6,40,940
1259,Air Asia,Kolkata,Banglore,1,No info,5192,18,5,2019,19,25,7,35,710
1260,Vistara,Banglore,Delhi,0,No info,4878,1,6,2019,9,40,7,0,160
1261,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,12,35,15,0,1295
1262,Air India,Delhi,Cochin,1,No info,7384,9,6,2019,23,0,17,40,320
1263,GoAir,Banglore,Delhi,0,No info,3898,3,5,2019,10,40,7,45,175
1264,Air Asia,Banglore,Delhi,0,No info,3383,6,5,2019,2,45,23,55,170
1265,IndiGo,Delhi,Cochin,1,No info,6093,24,6,2019,21,0,6,40,860
1266,Multiple carriers,Delhi,Cochin,1,No info,12192,12,6,2019,19,0,8,0,660
1267,Multiple carriers,Delhi,Cochin,1,No info,6795,12,6,2019,1,30,12,50,760
1268,Jet Airways,Banglore,New Delhi,1,No info,11455,18,3,2019,7,40,7,0,1480
1269,IndiGo,Chennai,Kolkata,0,No info,3540,1,6,2019,18,25,15,40,165
1270,Multiple carriers,Delhi,Cochin,1,No info,15898,27,5,2019,19,15,9,0,615
